日期,更新,账户,名称,昨值,入金,出金,今值,净值
2020-06-17,2020-06-17 16:11:50,PuYi,浦裔1,4992996.2,0,0,5006946.78,1.0014
2020-06-18,2020-06-18 15:25:03,PuYi,浦裔1,5006946.73,0,0,5013092.65,1.0026
2020-06-19,2020-06-19 15:25:02,PuYi,浦裔1,5013092.57,0,0,5008849.55,1.0018
2020-06-22,2020-06-22 15:25:02,PuYi,浦裔1,5008849.52,0,0,5014204.18,1.0028
2020-06-23,2020-06-23 15:25:03,PuYi,浦裔1,5014204.15,0,0,5013033.11,1.0026
2020-06-24,2020-06-26 15:25:07,PuYi,浦裔1,5013033.05,0,0,5013452.76,1.0027
2020-06-29,2020-06-29 15:25:02,PuYi,浦裔1,5013452.73,0,0,5015901.58,1.0032
2020-06-30,2020-06-30 15:25:02,PuYi,浦裔1,5015901.58,0,0,5023688.82,1.0047
2020-07-01,2020-07-01 15:25:02,PuYi,浦裔1,5023688.77,0,0,5029320.62,1.0059
2020-07-02,2020-07-02 15:25:03,PuYi,浦裔1,5029320.56,0,0,5020804.92,1.0042
2020-07-03,2020-07-03 15:25:02,PuYi,浦裔1,5020804.88,0,0,5005573.83,1.0011
2020-07-06,2020-07-06 15:25:02,PuYi,浦裔1,5005573.83,0,0,4988322.35,0.9977
2020-07-07,2020-07-07 15:25:03,PuYi,浦裔1,4988322.34,0,0,4992296.03,0.9985
2020-07-08,2020-07-08 15:25:03,PuYi,浦裔1,4992296.03,0,0,4995835.97,0.9992
2020-07-09,2020-07-09 15:25:02,PuYi,浦裔1,4995835.98,0,0,5005980.34,1.0012
2020-07-10,2020-07-10 15:25:03,PuYi,浦裔1,5005980.33,0,0,4999877.92,1
2020-07-13,2020-07-13 15:25:02,PuYi,浦裔1,4999877.92,0,0,4985886.06,0.9972
2020-07-14,2020-07-14 15:25:03,PuYi,浦裔1,4985886.04,0,0,4982044.71,0.9964
2020-07-15,2020-07-15 15:25:02,PuYi,浦裔1,4982044.71,0,0,4969716.29,0.9939
2020-07-16,2020-07-16 15:25:02,PuYi,浦裔1,4969716.29,0,0,4978354.38,0.9957
2020-07-17,2020-07-17 15:25:03,PuYi,浦裔1,4978354.38,0,0,4979830.11,0.996
2020-07-20,2020-07-20 15:25:02,PuYi,浦裔1,4979830.09,0,0,4954909.54,0.991
2020-07-21,2020-07-21 15:25:02,PuYi,浦裔1,4957389.54,0,0,4970739.72,0.9941
2020-07-22,2020-07-22 15:25:02,PuYi,浦裔1,4970739.72,0,0,4970684.15,0.9941
