日期,更新,账户,名称,昨值,入金,出金,今值,净值
2020-07-14,2020-07-14 15:18:29,MuLan2,木兰投资2,10000000,0,0,9990189.6,0.999
2020-07-15,2020-07-15 15:18:25,MuLan2,木兰投资2,9990085.44,0,0,9966053.5,0.9966
2020-07-16,2020-07-16 15:18:25,MuLan2,木兰投资2,9966053.48,0,0,9979639.2,0.998
2020-07-17,2020-07-17 15:18:27,MuLan2,木兰投资2,9979639.19,0,0,9984249.1,0.9984
2020-07-20,2020-07-20 15:17:58,MuLan2,木兰投资2,9984249.1,0,0,9930235,0.993
2020-07-21,2020-07-21 15:18:26,MuLan2,木兰投资2,9937675.03,0,0,9962309.5,0.9962
2020-07-22,2020-07-22 15:16:41,MuLan2,木兰投资2,9962309.48,0,0,9963694.3,0.9964
2020-07-23,2020-07-23 15:16:41,MuLan2,木兰投资2,9963641.2,0,0,9923648.2,0.9924
2020-07-24,2020-07-24 15:18:27,MuLan2,木兰投资2,9923648.24,0,0,9888438.7,0.9888
2020-07-27,2020-07-27 15:18:26,MuLan2,木兰投资2,9888359,0,0,9881101.9,0.9881
2020-07-28,2020-07-28 15:18:25,MuLan2,木兰投资2,9881101.86,0,0,9953157.4,0.9953
2020-07-29,2020-07-29 15:16:44,MuLan2,木兰投资2,9953157.37,0,0,9954427.1,0.9954
2020-07-30,2020-07-30 15:18:25,MuLan2,木兰投资2,9954427.09,0,0,9919726.1,0.992
2020-07-31,2020-07-31 15:18:26,MuLan2,木兰投资2,9919726.1,0,0,9922595.2,0.9923
2020-08-03,2020-08-03 15:16:44,MuLan2,木兰投资2,9922595.16,0,0,9859742.1,0.986
2020-08-04,2020-08-04 15:16:44,MuLan2,木兰投资2,9859742.1,0,0,9861435.1,0.9861
2020-08-05,2020-08-05 15:18:28,MuLan2,木兰投资2,9861435.1,0,0,9862074.5,0.9862
2020-08-06,2020-08-06 15:18:26,MuLan2,木兰投资2,9862074.54,0,0,9847130.4,0.9847
2020-08-07,2020-08-07 15:16:40,MuLan2,木兰投资2,9847130.38,0,0,9850798.7,0.9851
2020-08-10,2020-08-10 15:18:28,MuLan2,木兰投资2,9850798.71,0,0,9862004.4,0.9862
2020-08-11,2020-08-11 15:18:29,MuLan2,木兰投资2,9862004.38,0,0,9861569.1,0.9862
2020-08-12,2020-08-12 15:18:25,MuLan2,木兰投资2,9861569.1,0,0,9863088.4,0.9863
2020-08-13,2020-08-13 15:18:29,MuLan2,木兰投资2,9863034.1,0,0,9841363.5,0.9841
2020-08-14,2020-08-14 15:18:27,MuLan2,木兰投资2,9841363.46,0,0,9861965.7,0.9862
2020-08-17,2020-08-17 15:18:28,MuLan2,木兰投资2,9861965.72,0,0,9843601.9,0.9844
2020-08-18,2020-08-18 15:16:41,MuLan2,木兰投资2,9843601.88,0,0,9833178,0.9833
2020-08-19,2020-08-19 15:18:28,MuLan2,木兰投资2,9833177.95,0,0,9835606.1,0.9836
2020-08-20,2020-08-20 15:18:28,MuLan2,木兰投资2,9835606.11,0,0,9842646.1,0.9843
2020-08-21,2020-08-21 15:16:41,MuLan2,木兰投资2,9842646.15,0,0,9831582.7,0.9832
2020-08-24,2020-08-24 15:17:59,MuLan2,木兰投资2,9842502.65,0,0,9803134.2,0.9803
2020-08-25,2020-08-25 15:16:40,MuLan2,木兰投资2,9803134.21,0,0,9782331.2,0.9782
2020-08-26,2020-08-26 15:18:24,MuLan2,木兰投资2,9782331.23,0,0,9782331.2,0.9782
2020-08-27,2020-08-27 15:18:29,MuLan2,木兰投资2,9782331.23,0,0,9782331.2,0.9782
2020-08-28,2020-08-28 15:18:24,MuLan2,木兰投资2,9782331.23,0,0,9782331.2,0.9782
2020-08-31,2020-08-31 15:16:42,MuLan2,木兰投资2,9782331.23,0,0,9782331.2,0.9782
2020-09-01,2020-09-01 15:18:29,MuLan2,木兰投资2,9782331.23,0,0,9782331.2,0.9782
2020-09-02,2020-09-02 15:18:24,MuLan2,木兰投资2,9782331.23,0,0,9782331.2,0.9782
2020-09-03,2020-09-03 15:18:24,MuLan2,木兰投资2,9782331.23,0,0,9782331.2,0.9782
2020-09-04,2020-09-04 15:18:29,MuLan2,木兰投资2,9782331.23,0,0,9782331.2,0.9782
2020-09-07,2020-09-05 02:30:12,MuLan2,木兰投资2,9782331.23,0,0,9782331.2,0.9782
2020-09-08,2020-09-08 15:18:27,MuLan2,木兰投资2,9782331.23,0,0,9778531.7,0.9779
2020-09-09,2020-09-09 15:16:40,MuLan2,木兰投资2,9778513.49,0,0,9795629.4,0.9796
2020-09-10,2020-09-10 02:30:10,MuLan2,木兰投资2,9795629.37,0,0,9801113.2,0.9801
2020-09-11,2020-09-11 15:18:24,MuLan2,木兰投资2,9801338.88,0,0,9803002.9,0.9803
